engine_load_pct,rpm,oil_pressure_psi,coolant_temp_c,fuel_pressure_kpa,brake_line_pressure_bar,aps_pressure_bar,mileage_km,aps_failure
43.72,1983,52.78,82.0,391.2,8.47,12.71,399705,0
31.57,1381,33.05,66.3,409.7,9.98,14.22,783985,0
72.64,1738,24.18,119.6,368.0,8.71,9.0,663500,1
30.03,1834,42.84,85.6,338.3,10.52,11.83,668654,0
45.46,1458,34.34,117.0,351.5,10.12,11.14,591217,1
14.65,2294,42.25,74.9,293.1,7.78,11.76,473379,0
13.82,1968,55.9,76.1,428.8,8.68,12.51,112462,0
53.7,2178,39.3,86.9,328.5,10.09,11.44,243178,0
28.27,1648,38.97,101.9,358.3,8.97,10.21,740829,0
94.42,1821,39.6,103.3,303.7,9.67,10.83,537475,0
23.16,1950,44.11,75.4,288.3,9.65,13.28,522710,0
34.81,2183,46.72,93.3,386.5,9.67,13.06,96620,0
64.56,2121,39.22,103.6,316.7,8.9,13.03,526142,0
36.57,1961,36.48,95.8,370.9,8.62,7.02,645012,1
95.2,1327,47.45,75.5,429.6,6.65,12.8,749667,0
38.02,2014,63.7,61.0,391.5,8.08,13.81,225905,0
28.52,1523,34.52,104.2,299.2,6.07,12.91,615666,0
20.04,1259,48.09,78.2,406.0,8.43,10.32,749052,0
44.38,1235,45.76,85.9,352.7,9.11,10.93,562206,0
60.76,1624,26.67,90.0,510.9,9.93,10.07,68236,0
42.73,1757,44.91,103.1,223.8,9.14,11.17,129409,0
42.75,1981,54.43,130.0,312.9,6.57,8.09,732061,1
80.55,2567,43.96,100.5,392.6,8.04,10.04,538177,0
22.36,1425,35.5,74.2,442.7,7.24,9.91,693502,0
22.44,1648,27.1,83.3,349.2,7.61,9.51,757433,0
20.8,1021,37.74,75.8,376.7,7.64,11.34,696382,0
11.25,2326,43.22,64.9,345.5,8.23,9.84,68530,0
82.85,1764,34.07,105.0,318.2,6.73,12.5,440823,0
76.93,1865,44.43,92.0,404.9,8.85,9.31,159112,0
28.06,2409,47.57,105.6,309.9,9.77,11.35,531480,0
56.58,2258,48.18,95.2,305.0,9.37,14.63,61400,0
20.47,894,52.59,101.7,340.9,8.17,11.42,88844,0
38.26,2139,45.71,78.7,325.0,7.78,9.71,479357,0
21.05,1533,60.73,93.9,478.5,9.33,15.25,190049,0
49.28,1851,33.33,71.3,411.7,8.45,12.04,77531,0
13.79,1070,41.77,85.2,267.8,9.1,13.74,394003,0
16.78,1829,49.43,78.8,309.1,8.25,15.81,667241,0
42.74,2341,60.56,115.4,361.0,9.96,12.75,364188,0
77.56,2521,65.06,90.0,416.6,9.03,8.92,254457,0
23.03,1250,49.52,93.0,388.2,7.74,11.32,350524,0
43.11,1237,34.9,90.2,247.5,5.21,8.6,277888,1
63.18,1870,47.18,91.9,319.1,6.63,9.94,201448,0
27.05,1690,56.04,88.8,391.0,9.08,12.47,306123,0
97.4,1990,53.71,62.4,323.4,7.45,12.43,308052,0
89.51,2115,46.23,80.1,409.8,8.64,13.43,456585,0
78.47,1620,34.26,76.7,337.2,9.25,8.87,259738,0
49.23,1625,38.36,68.8,346.6,11.5,8.74,310399,1
96.94,1943,35.98,99.3,394.2,7.04,12.95,661125,1
78.28,1260,60.04,92.5,358.7,11.21,13.36,247811,0
56.82,1466,57.88,83.8,321.4,9.11,12.26,601212,0
51.79,1893,52.61,107.2,317.5,9.41,13.47,456651,0
11.14,1645,53.39,77.6,472.8,8.54,12.09,577765,0
18.78,1926,39.37,105.6,317.3,7.01,14.59,708262,0
50.67,2052,54.03,86.2,330.8,9.17,12.47,622231,0
27.43,1968,33.55,106.7,338.1,5.26,10.53,342129,0
63.7,2096,57.03,100.6,285.2,10.42,14.99,720194,0
32.07,1604,48.03,87.1,326.5,10.58,13.69,482521,0
22.18,1304,41.52,93.5,290.2,8.37,9.56,355219,0
30.33,1181,48.46,106.8,381.3,7.74,11.94,550288,0
67.64,1820,37.78,96.6,397.9,7.17,6.11,490087,1
21.72,2076,41.2,97.8,293.7,11.1,11.35,310973,0
38.46,1565,50.79,93.7,305.2,5.21,13.24,128496,0
81.65,1660,65.51,89.8,304.6,5.56,11.5,52289,0
13.54,1306,45.33,88.2,300.8,11.28,13.12,560225,0
78.4,2181,41.22,88.0,431.2,8.05,12.52,398694,0
63.41,2337,43.13,95.5,346.7,9.93,10.23,787463,0
85.17,1977,36.8,85.6,356.6,9.12,10.27,207493,0
20.48,1657,46.78,60.8,394.8,8.04,13.14,493715,0
40.09,2069,46.89,91.0,290.6,10.7,10.48,774762,0
56.68,2138,47.49,108.4,426.1,7.78,9.63,132121,0
47.36,1940,41.35,110.8,297.1,7.92,15.55,77938,0
82.79,1833,51.01,70.4,348.5,6.19,15.34,513026,1
30.87,1583,40.84,102.6,295.7,9.62,11.32,293110,0
80.38,1721,53.29,82.6,314.9,4.78,13.32,273146,0
32.09,2239,44.18,93.2,368.7,8.19,12.66,755754,0
45.8,2039,47.38,92.5,411.7,9.18,14.78,518049,0
80.77,1629,52.66,103.8,397.2,11.83,7.7,736959,1
13.42,2011,38.46,99.6,338.3,7.66,15.84,648977,0
28.24,1417,51.27,82.1,376.8,6.38,13.41,600847,0
43.47,2081,39.43,72.7,383.8,6.41,10.96,421844,0
47.69,1144,44.08,85.8,409.8,8.56,9.45,700081,0
54.36,1845,47.38,101.1,364.0,6.56,12.21,467008,0
74.99,1716,48.86,85.1,320.6,11.11,10.92,170518,0
97.07,2611,38.33,84.8,329.1,8.3,9.34,383157,0
62.23,2402,41.78,72.6,308.4,9.66,15.1,68798,0
38.15,1482,21.96,107.2,339.6,8.83,11.0,111612,0
41.04,1386,42.34,97.2,372.8,10.34,11.12,92410,0
17.94,1652,40.48,95.1,306.7,7.61,9.52,185084,0
90.35,2026,48.75,106.1,358.6,8.67,14.97,723870,0
39.49,2097,53.62,100.2,402.0,9.22,12.08,353406,0
78.88,1446,43.64,86.3,245.6,7.75,11.54,680441,0
84.82,2338,48.43,75.3,306.7,7.16,15.06,709328,0
77.7,1576,37.1,79.5,357.5,8.73,10.56,727097,0
95.99,1274,40.57,108.2,393.8,10.5,13.32,498608,0
74.37,1907,45.68,86.0,315.3,11.54,12.45,641266,0
35.06,1734,46.84,87.2,304.1,7.45,11.54,591259,0
13.17,1188,38.4,82.8,382.3,8.99,10.61,280424,0
13.96,1298,43.74,84.4,370.1,9.77,12.9,363872,0
37.1,1873,46.42,72.8,274.3,8.32,12.87,763928,0
57.24,1225,33.62,99.0,347.3,8.39,14.53,136533,0
58.83,1461,57.19,77.4,334.9,5.8,9.72,406465,0
44.29,2142,57.64,99.4,338.6,10.6,14.3,354182,0
14.8,1829,44.08,108.9,373.5,10.27,14.76,715313,0
66.05,2413,50.91,101.0,401.5,10.14,10.94,514735,0
61.27,1651,40.53,103.3,328.1,8.27,12.36,413504,0
45.48,1566,35.39,84.2,396.3,7.13,10.79,69089,0
78.44,1831,48.72,82.4,377.5,8.05,13.97,622505,0
51.0,1823,53.75,98.1,374.7,10.5,11.01,227868,0
14.51,1793,39.3,67.5,336.1,6.66,14.1,87929,0
64.68,1515,59.59,91.8,406.3,9.21,12.45,180592,0
86.98,1972,35.3,69.5,353.8,6.27,14.68,206636,0
46.94,2113,46.37,77.6,288.5,8.46,14.52,224678,0
89.61,1135,42.97,87.6,335.9,11.24,14.81,184438,0
56.99,2055,44.68,80.8,319.2,5.2,11.44,563720,0
92.29,1711,48.89,93.8,346.2,10.46,13.53,376014,0
48.79,1984,31.64,67.6,263.5,8.77,13.16,507247,0
30.76,2130,51.56,74.8,451.8,11.4,14.41,496118,0
69.44,1958,37.41,91.0,438.8,8.45,13.29,682886,0
43.49,2372,66.29,87.5,373.5,11.14,10.84,231991,0
35.37,1066,51.98,105.3,287.6,9.42,11.52,270662,0
15.2,2205,32.53,99.1,318.8,7.84,13.72,592225,0
31.8,2292,42.48,83.0,407.3,8.29,13.77,527654,0
89.53,2548,37.51,88.1,377.1,8.54,13.65,504830,1
81.91,1550,29.83,106.1,323.6,9.0,11.8,660406,0
62.86,1155,33.57,95.6,328.0,8.41,8.13,681705,1
52.73,1861,48.81,98.6,396.5,8.27,11.13,494134,0
19.3,1334,40.55,118.9,304.9,7.55,8.2,507688,1
35.87,1695,43.84,93.4,314.5,8.08,11.06,321343,0
61.29,1442,45.86,102.1,372.9,7.62,14.63,269488,0
51.24,1821,64.28,70.9,296.7,4.27,10.08,666827,1
74.35,2017,55.4,97.5,387.8,8.09,14.77,631084,0
51.46,2138,39.6,85.9,292.5,5.29,12.44,250994,0
19.6,2072,37.94,112.6,299.9,9.92,14.17,149164,0
80.89,2043,56.64,100.3,304.6,9.63,15.28,372687,0
88.63,2194,46.88,83.1,446.7,8.14,11.48,658257,1
32.98,1183,44.62,104.2,357.1,10.63,13.85,499269,0
85.95,2032,42.62,90.8,374.4,7.22,8.95,379221,0
76.99,1526,55.45,115.0,352.9,8.5,12.83,516918,1
78.45,1870,40.18,87.5,390.2,7.11,8.51,251986,1
83.45,1866,45.25,99.1,352.1,11.68,13.78,61073,0
40.54,1825,51.31,104.2,470.0,9.38,7.74,516340,1
83.76,1618,44.11,92.3,434.9,6.85,13.19,261898,0
55.55,1688,44.13,102.0,396.8,8.52,12.39,575022,0
67.93,1290,44.28,108.3,346.4,6.12,14.46,545446,0
39.22,1131,36.95,86.8,426.4,9.43,10.85,239794,0
75.82,1868,37.16,101.5,459.8,8.8,16.3,651092,0
79.08,1062,49.6,82.2,258.5,8.85,9.87,626853,0
66.72,1931,41.56,90.2,392.5,7.92,13.51,470891,0
80.13,1785,42.69,97.7,285.2,7.36,12.41,799762,0
51.2,1645,54.4,82.1,339.1,7.15,12.83,473537,0
71.14,1766,28.32,75.7,360.1,9.13,12.33,319067,0
15.76,2375,37.36,95.4,378.1,7.16,6.76,132491,1
49.9,2395,39.85,90.9,338.6,10.15,15.15,650107,0
93.76,2343,59.99,76.2,346.2,10.28,14.0,300532,0
32.8,1772,35.41,86.9,498.1,8.83,12.39,481007,0
81.47,1596,44.09,97.4,305.3,10.59,10.63,260615,0
44.78,1686,46.31,93.5,329.7,9.39,13.53,634890,0
34.15,2281,48.75,86.5,310.3,8.33,16.12,745869,0
33.48,1724,36.1,99.2,354.7,7.41,11.87,477462,0
48.43,1527,36.79,104.6,329.5,6.78,9.8,632759,0
83.52,2073,35.44,94.5,437.4,10.56,11.55,504575,0
53.25,1230,40.1,80.7,311.7,9.29,12.99,761717,0
96.25,2352,40.43,91.7,347.2,11.15,13.98,772693,0
63.84,2470,43.2,82.5,264.5,7.66,11.45,486944,0
79.96,1885,64.7,83.5,439.0,8.2,10.84,472626,0
43.35,2656,46.03,77.2,340.5,9.86,11.96,546375,0
48.65,2374,48.86,120.0,386.6,11.29,10.94,292173,0
94.31,723,55.5,78.3,327.0,7.45,9.65,326347,0
87.81,1660,41.42,89.1,377.4,8.7,13.98,254936,0
98.51,2394,33.5,91.6,355.3,9.45,12.75,146985,0
31.11,1415,54.52,85.2,399.2,9.99,11.35,144110,0
81.15,2252,42.15,85.1,342.3,7.77,8.28,660239,1
92.51,2063,52.42,105.8,325.3,8.08,11.64,540312,0
21.26,1842,49.04,95.8,304.3,7.16,15.14,67188,0
32.28,1254,27.01,103.7,342.3,8.17,10.78,403714,0
44.32,1614,44.94,85.9,288.9,10.67,10.34,77969,0
53.05,1579,45.32,89.9,387.2,8.16,9.07,583470,0
59.0,2109,50.18,75.3,374.9,10.24,9.71,370315,0
61.47,1613,49.63,85.6,386.0,10.89,13.39,299117,0
71.43,1326,49.86,96.5,387.8,10.0,12.65,248832,0
90.82,1283,32.98,107.7,384.7,8.29,12.73,429251,0
95.26,1509,51.81,113.5,336.1,8.87,12.52,678218,0
72.73,1501,46.24,96.5,258.1,10.64,16.26,145929,0
99.4,1746,48.31,107.2,342.8,4.57,13.88,630582,1
12.02,1829,20.48,75.6,329.5,7.14,13.87,538211,0
95.97,1525,37.45,64.8,279.0,11.54,12.2,741322,0
30.52,1482,50.12,75.9,352.1,9.04,11.41,120769,0
80.29,1917,46.24,91.8,367.0,8.66,10.45,503186,0
98.53,1990,33.54,68.9,381.4,8.58,15.32,543788,1
48.95,1627,43.83,96.2,302.1,8.14,13.41,526378,0
51.94,1580,47.52,80.8,310.8,10.03,8.4,316157,0
91.4,1932,45.93,71.0,359.8,8.64,11.07,730657,0
71.63,2056,39.84,78.5,405.5,8.86,11.91,661506,0
90.93,1599,51.58,85.9,313.0,9.26,12.87,288096,0
55.61,1843,41.78,81.1,295.6,9.41,10.93,234705,0
32.07,1514,56.51,88.8,314.8,7.65,9.47,675661,0
87.89,888,56.51,96.7,334.1,6.7,11.08,548731,0
44.0,1922,43.41,77.1,329.4,8.8,11.36,432673,0
42.13,2224,39.09,106.2,312.6,9.12,12.78,737240,0
48.94,1690,50.47,74.8,255.4,8.04,11.83,225934,0
16.53,2010,49.95,94.9,357.1,6.64,16.5,634643,0
16.35,1873,43.9,98.6,399.7,7.73,11.68,120957,0
64.6,2067,55.59,93.3,397.3,7.77,11.15,615029,0
66.85,2098,55.55,103.6,402.5,10.03,10.49,140858,0
63.31,1630,35.86,110.7,306.4,7.78,12.94,555466,1
79.74,2025,50.93,85.8,317.0,8.41,15.28,798930,0
17.74,1695,38.64,85.1,298.4,10.4,10.75,210577,0
70.44,1841,45.74,93.4,375.8,9.5,9.92,145766,0
41.7,1729,34.92,89.4,341.5,7.38,10.31,480607,0
56.16,2554,42.14,99.3,321.2,9.75,15.31,622866,0
75.02,1843,47.57,105.1,330.2,8.46,13.32,521397,0
12.42,2138,55.31,92.4,288.4,9.12,11.92,574240,0
90.58,1430,49.33,86.7,420.2,9.15,12.56,759940,0
58.63,1420,40.44,93.6,423.4,11.41,11.93,676949,0
30.2,1541,33.37,68.4,497.5,9.72,15.48,668939,0
92.16,1712,45.32,74.6,366.5,9.37,12.33,209195,0
94.49,1781,40.46,107.5,345.9,8.64,8.65,50678,0
98.49,1795,44.99,106.3,342.4,8.53,11.42,454575,0
59.56,2226,36.1,108.3,331.4,9.01,9.64,179417,0
25.29,2094,52.25,86.3,335.5,7.85,12.02,518512,0
90.79,2182,50.98,88.1,397.3,8.81,10.5,150495,0
18.52,2347,58.83,81.8,350.3,5.38,13.86,518757,0
61.51,2020,42.31,80.9,301.5,8.41,10.55,246648,0
25.63,2145,44.11,80.0,348.8,7.22,12.71,565379,0
30.85,1591,37.55,96.9,337.8,9.14,9.78,279468,0
44.17,1501,50.7,74.6,377.7,8.5,10.5,579068,0
21.64,1423,34.34,81.5,312.2,7.74,13.36,422903,0
97.44,1666,48.38,101.8,406.8,9.98,9.05,549817,1
74.95,1493,37.63,105.2,315.8,10.09,15.24,567632,0
30.55,1664,30.69,104.8,329.6,7.69,14.32,374124,0
65.91,1781,41.59,79.5,346.4,4.22,14.38,724053,0
90.4,1652,46.21,108.3,359.3,9.26,17.61,635352,0
94.18,1744,51.87,84.7,305.6,6.09,10.73,521492,1
98.12,1989,46.02,92.4,323.1,6.54,15.23,439940,0
44.81,2526,47.28,77.4,384.2,8.81,14.02,500646,0
24.44,1734,38.98,82.0,352.4,8.39,9.93,117902,0
30.85,2170,47.43,88.3,347.1,10.71,10.17,238342,0
65.11,1484,40.6,80.0,414.9,8.74,8.43,488593,1
87.17,1299,49.1,80.7,310.4,8.21,9.49,615872,0
59.23,1850,39.42,74.3,376.8,7.15,13.28,333431,0
18.55,1638,40.67,90.0,337.0,8.06,12.8,633927,0
34.77,2410,52.51,84.8,353.1,7.32,11.3,586270,0
93.13,1437,38.87,79.2,376.3,6.01,12.57,375198,0
73.1,1701,43.28,86.3,389.4,8.01,8.65,533481,1
86.65,1052,52.08,66.7,358.0,10.32,13.1,569057,0
20.87,1010,46.89,92.4,364.7,6.14,12.44,669955,0
70.11,1547,47.6,88.5,366.9,8.74,12.36,558468,0
48.93,1803,54.58,80.4,376.7,6.96,10.23,747977,0
77.32,1959,47.26,98.7,348.7,8.45,16.27,799169,0
81.5,1348,45.98,84.4,330.3,8.01,11.93,691780,1
41.08,1957,42.96,82.3,312.1,8.03,13.55,760635,0
28.4,1939,47.1,109.2,366.8,9.4,9.48,246355,0
55.14,1857,47.29,76.6,299.5,7.75,12.54,635375,0
29.51,1353,48.33,97.2,307.2,8.97,14.64,521905,0
74.67,2129,47.76,78.6,391.7,7.41,12.61,431972,0
57.69,1763,38.51,102.0,313.2,11.66,13.86,236859,0
17.85,1780,45.25,78.4,359.5,7.7,12.56,434684,0
98.67,1391,43.33,90.5,379.5,7.09,11.14,760813,1
17.27,2237,48.96,87.2,340.3,8.13,13.9,642802,0
97.07,1993,54.21,95.4,382.1,7.16,10.69,175061,0
61.31,2217,39.21,101.3,339.9,8.01,12.05,366002,0
34.85,1196,53.95,83.5,295.3,9.31,13.16,136478,0
22.97,2538,21.13,93.0,321.4,10.13,14.33,790549,0
90.32,2030,31.02,81.4,358.4,11.59,12.73,744259,0
17.61,1840,32.36,93.1,328.4,8.49,11.92,193411,0
94.48,1876,47.66,98.0,431.3,7.47,16.63,59483,0
60.72,1211,43.84,83.9,246.9,7.75,14.21,444693,0
85.63,1438,36.58,91.2,442.0,9.01,13.37,779045,1
51.93,1406,32.53,80.5,283.4,9.65,13.07,398967,0
29.49,1877,42.5,98.7,332.0,8.17,13.46,157945,0
11.31,1702,50.02,103.2,294.3,9.87,10.0,165785,0
85.24,1317,22.41,87.1,367.7,9.64,13.36,52497,0
31.96,600,39.41,104.6,325.8,6.7,11.86,613257,0
87.03,1727,50.74,115.1,357.2,9.3,13.01,466777,0
84.29,1886,50.53,88.8,429.3,8.12,13.97,337041,0
78.47,1218,39.32,70.3,448.1,8.08,12.64,290720,0
69.87,2236,48.13,115.7,325.8,6.94,13.26,497824,0
92.95,2229,41.74,95.5,357.4,9.15,9.58,253192,0
89.34,1245,31.99,108.6,352.0,8.78,11.1,228011,0
29.68,1520,60.34,80.5,443.2,10.63,12.05,667878,0
82.32,1790,63.24,92.9,349.8,6.9,12.23,165736,0
39.62,1939,32.56,102.9,402.6,9.06,11.97,671429,0
47.36,1970,40.72,88.9,414.6,7.24,13.77,293530,0
22.47,1700,37.2,106.3,346.8,6.25,15.05,708805,0
57.55,1748,54.45,91.5,395.9,8.84,13.19,479920,0
73.43,1733,44.7,84.7,398.7,9.29,15.08,498932,0
43.99,1981,49.99,85.8,326.1,7.33,13.37,719546,0
31.84,2412,44.29,86.8,328.3,5.94,13.08,760200,0
46.49,1609,29.33,105.3,330.4,6.7,15.83,196783,0
76.36,2775,41.39,99.4,348.3,7.02,10.79,704663,0
91.03,1755,35.49,83.4,279.3,7.01,14.94,258203,0
18.5,2015,53.56,91.7,341.7,6.82,10.83,130448,0
45.77,2072,37.42,71.0,325.6,8.36,9.06,101988,0
25.09,1109,44.46,97.6,284.3,8.9,10.91,627579,0
28.79,1893,42.03,79.1,349.4,7.9,11.77,631795,0
17.4,1225,60.11,101.9,367.2,7.8,10.9,342182,0
29.22,752,54.01,105.8,345.7,11.08,14.4,412917,0
13.37,1709,51.61,79.0,350.2,11.44,13.28,654526,0
44.21,2543,42.37,97.4,364.1,6.95,12.79,337134,0
88.43,1397,54.92,88.6,432.6,8.03,10.6,353016,0
97.04,1935,39.81,88.3,357.8,13.69,14.41,625831,1
87.95,2880,53.72,56.2,420.2,7.11,10.44,194404,0
38.21,1964,33.72,89.7,434.2,7.6,11.73,616687,0
15.03,1060,44.63,78.9,328.5,9.02,13.25,522804,0
47.96,2387,51.99,92.8,234.2,10.31,14.32,105573,0
18.71,2330,50.22,88.9,350.9,8.96,15.5,615452,0
33.88,2663,35.28,86.6,417.5,7.86,13.13,604544,0
53.34,984,58.43,92.6,368.8,10.58,11.7,200025,0
41.88,2141,45.2,107.3,303.4,9.01,11.78,655388,0
43.97,1685,37.58,110.2,399.8,7.8,10.45,417091,0
85.47,1686,28.16,104.0,384.1,8.7,11.5,633563,0
19.94,2043,36.95,95.6,338.1,8.47,13.59,200496,0
20.53,1889,38.42,51.2,271.5,7.55,9.5,623599,0
47.86,1630,40.85,92.8,351.8,7.05,8.18,322406,0
26.11,2116,47.58,77.2,366.4,4.71,12.15,453802,0
86.01,1484,33.35,88.1,470.3,6.92,11.13,735508,0
40.67,1614,50.64,91.8,264.4,8.34,13.02,628220,0
24.33,2516,39.03,80.4,275.7,8.12,9.14,681523,0
30.8,1349,44.92,82.8,288.9,11.05,12.38,660342,0
30.35,1816,54.09,74.1,383.5,8.2,12.13,748015,0
76.67,2136,49.29,93.8,321.5,7.32,16.49,704865,0
39.22,2551,42.49,105.2,235.4,8.09,12.84,763331,0
25.79,2133,57.43,91.3,362.9,10.66,11.54,170997,0
35.62,2260,43.98,89.6,249.1,10.65,10.04,363134,0
89.17,1673,40.16,73.5,459.7,8.66,16.63,112350,0
12.38,1447,49.23,60.4,357.0,6.77,13.58,75824,0
41.38,1548,56.85,99.2,354.9,7.13,11.25,131002,0
38.97,2042,44.31,87.0,390.1,7.55,11.06,653527,0
15.76,1832,51.66,75.6,393.4,7.0,8.62,454137,0
72.84,1733,40.18,82.1,371.6,6.76,10.45,220658,0
87.53,1341,30.21,96.1,426.4,10.22,11.06,384959,0
30.43,2435,52.4,88.8,335.0,9.69,14.02,669774,0
94.38,1402,52.7,70.1,256.8,9.19,9.85,55116,0
34.41,935,39.87,81.7,321.0,8.02,11.57,341550,0
11.33,1264,50.23,98.4,301.8,9.3,13.32,669410,0
65.39,1563,33.27,85.2,461.2,10.48,14.68,305581,0
30.67,2090,38.28,74.6,478.4,10.05,10.86,102330,0
96.31,2437,41.78,80.0,371.9,10.1,11.1,695109,0
73.88,1374,51.05,96.1,337.6,7.43,14.05,197529,0
37.87,1452,37.29,94.0,387.7,8.68,13.6,665509,0
81.67,1430,49.69,74.5,349.1,9.39,10.88,788317,0
45.16,1477,36.93,80.9,363.5,7.97,11.8,417759,0
56.83,2805,47.01,95.8,320.9,9.83,13.62,108921,0
16.82,2122,46.67,98.3,398.9,8.91,8.03,574945,1
57.3,1663,42.27,99.6,353.9,6.21,8.3,584924,1
97.98,1680,36.71,70.2,347.4,6.22,9.5,495738,0
85.11,861,37.89,102.1,320.7,8.99,11.55,519871,0
94.6,1385,40.94,98.9,330.0,8.59,13.64,542879,0
45.74,1320,56.92,109.8,367.0,6.66,12.44,187441,0
33.86,1916,45.88,100.7,284.0,9.02,7.39,204691,1
26.8,1740,44.72,89.5,243.4,8.36,12.3,355641,0
90.12,1548,55.03,90.6,413.9,5.99,12.46,71002,0
75.08,1739,49.85,90.3,395.4,9.76,12.04,62438,0
63.05,2124,37.83,86.6,261.8,6.9,8.35,700169,1
58.74,1748,44.51,94.6,308.7,8.72,12.3,517261,0
61.65,1830,48.36,98.4,294.6,9.12,12.97,577626,0
47.12,1378,43.35,87.2,327.5,8.6,9.43,205781,0
55.97,1857,37.77,98.6,335.1,8.56,13.56,269475,0
85.68,1362,51.03,105.3,347.3,7.48,11.85,623452,0
80.08,1739,48.41,71.8,436.4,9.08,11.5,674087,0
36.83,1644,38.91,116.0,409.7,6.98,12.03,771150,0
47.65,1388,57.73,108.9,361.9,7.43,14.76,232590,0
86.29,1599,40.48,78.7,333.5,11.14,14.05,210940,0
54.11,860,46.63,91.4,314.9,9.6,11.83,692430,0
57.84,2303,37.29,78.9,447.3,6.47,9.76,753923,0
44.3,1551,39.19,97.9,324.9,7.8,10.72,573421,0
48.11,1331,38.78,84.0,286.6,4.8,10.23,195197,0
64.93,1469,41.65,73.4,328.0,8.86,11.4,512660,0
14.5,2166,49.91,88.5,368.4,9.66,15.31,496003,0
53.21,1955,33.98,99.3,359.9,9.49,9.19,244770,0
69.95,1586,40.42,98.6,409.8,7.47,10.51,299407,0
20.46,1746,52.41,112.6,401.7,6.82,10.92,563413,0
43.43,2634,44.92,113.1,339.4,6.27,11.71,151452,0
71.63,1220,40.56,96.0,364.5,9.4,11.97,705661,0
28.64,1809,33.54,94.3,296.8,8.87,10.59,397026,0
28.55,1300,45.33,74.7,358.6,8.97,14.36,762745,0
13.2,1926,36.0,80.6,418.3,8.0,13.41,432883,0
51.28,1269,44.47,81.9,302.6,6.08,10.83,139724,0
14.5,2348,22.14,94.4,341.8,9.42,13.59,653128,0
93.18,1900,52.57,94.4,323.7,10.81,11.14,488578,0
71.93,2255,43.12,99.2,276.2,6.57,13.23,747103,0
92.2,1598,46.46,82.8,429.1,7.61,10.53,410929,0
25.3,2008,41.22,74.9,329.5,9.31,14.56,532371,0
15.17,1677,44.63,82.3,313.8,8.66,14.86,255977,0
71.06,946,47.72,80.0,331.7,7.4,11.37,425191,0
71.64,970,41.22,96.7,364.1,4.91,12.77,766065,0
83.67,1689,45.41,77.9,381.5,6.75,12.1,343924,0
84.48,1754,48.12,105.3,310.3,9.73,9.37,240478,0
12.88,1911,34.19,113.3,421.5,6.06,14.29,720200,0
47.05,1805,39.27,83.7,390.6,10.68,16.86,694318,0
64.25,1525,62.95,97.3,272.8,8.86,11.81,660103,0
56.79,1609,51.67,85.1,422.3,9.03,12.07,601923,0
39.67,1428,47.73,102.8,391.2,9.1,14.16,739067,0
33.22,2653,29.22,92.8,329.6,6.92,12.82,745013,0
39.6,1864,37.61,81.3,419.9,7.42,11.34,627623,0
39.66,2117,46.03,83.5,352.1,6.51,15.37,494677,0
39.24,2042,42.94,77.5,282.8,8.74,13.89,675306,0
91.37,1782,53.08,89.4,329.1,12.1,10.53,305686,0
54.92,1675,50.51,99.0,392.9,8.34,14.29,121045,0
38.82,2012,47.84,74.0,346.7,6.32,13.91,734356,0
75.41,2120,52.34,81.6,292.2,7.18,9.79,146632,0
42.51,1863,49.23,85.0,373.8,10.16,12.71,114044,0
96.91,1952,50.41,83.9,344.6,10.34,11.08,533184,0
99.17,1902,53.12,103.2,257.2,9.31,12.19,206443,0
65.67,1620,35.96,97.2,351.5,8.85,11.86,556817,0
98.59,1634,45.57,90.3,377.0,7.35,11.12,190852,0
76.96,1165,43.7,98.0,350.5,4.82,12.3,509185,0
47.14,2439,34.12,87.4,360.3,6.83,13.29,607672,0
25.9,2065,43.45,98.5,383.3,6.77,10.39,270418,0
49.53,1653,42.81,87.5,357.5,8.77,13.7,332504,0
82.48,2666,44.72,75.0,390.6,8.17,12.0,280143,0
69.76,2129,54.65,65.6,269.2,9.41,11.62,237140,0
52.97,2205,47.57,89.2,275.5,10.91,10.61,405980,0
12.51,1872,49.85,124.8,300.5,5.89,12.75,483454,0
21.7,2276,42.34,91.9,318.2,6.75,13.7,278816,0
65.85,1978,42.95,87.1,326.4,10.69,10.79,124336,0
66.3,2155,44.68,91.1,362.9,9.36,14.03,405322,0
92.53,1709,43.67,85.4,375.9,8.08,15.6,276964,0
59.58,1692,49.29,89.7,339.1,7.24,12.84,254774,0
80.83,1730,39.38,110.7,222.2,7.55,14.06,603341,0
78.61,1424,30.57,93.9,276.1,6.27,11.41,369191,0
58.81,1578,55.25,97.2,392.1,9.7,8.31,628431,1
90.35,1383,39.86,101.1,379.9,7.7,13.14,198216,0
64.44,1569,28.38,98.2,383.2,8.07,12.32,94059,0
43.32,1973,48.56,86.3,250.9,6.39,11.3,769668,0
96.56,1934,40.35,76.1,338.4,8.06,15.92,272497,0
13.41,996,47.14,78.6,429.5,5.94,13.93,513251,0
58.79,1972,39.41,90.8,265.8,8.41,11.36,133922,0
75.2,1753,31.4,102.3,314.1,6.91,12.12,697171,0
57.44,1657,33.51,103.2,369.4,6.3,11.15,791255,0
62.63,1933,42.09,87.9,355.9,7.94,9.83,431826,0
98.77,2070,31.39,93.6,343.5,10.03,13.58,422623,0
29.51,1587,56.23,85.8,375.5,7.04,11.75,91665,0
26.96,1415,42.69,82.2,457.0,8.6,12.24,629478,0
41.1,1819,39.01,103.8,385.9,10.68,13.4,86236,0
