supply_air_temp_c,return_air_temp_c,humidity_pct,airflow_cfm,power_draw_kw,refrigerant_pressure_psi,runtime_hours,anomaly
17.92,24.65,44.5,1972,15.21,208.5,43662,0
22.01,25.85,48.2,1580,13.49,191.5,37069,0
23.14,24.27,46.6,2298,16.02,212.8,41111,0
22.25,23.45,56.1,2697,8.12,182.0,15692,0
21.85,25.31,48.6,1546,10.1,214.3,38159,0
22.14,24.05,52.4,2275,12.83,67.8,1527,1
20.81,28.3,49.7,2225,17.77,189.8,6168,0
23.13,25.3,58.6,2044,13.39,215.8,44757,0
20.4,22.94,39.1,2193,14.79,203.9,8312,0
25.99,24.08,57.2,1260,17.35,193.5,2780,0
21.71,26.51,35.6,1725,17.47,199.8,48071,0
21.38,23.04,49.2,1751,12.83,234.8,3755,0
21.63,25.08,47.8,2290,14.5,208.0,44644,0
20.13,27.75,51.2,2103,16.71,192.1,656,0
21.42,23.82,41.1,1669,7.15,197.7,12330,0
23.51,25.11,31.9,2129,16.59,201.0,37744,0
22.36,22.61,43.1,2111,12.11,160.3,22297,0
23.1,24.28,36.6,2561,18.23,206.7,42808,0
20.88,23.83,56.7,2049,11.07,193.3,5907,0
25.11,22.21,50.4,1748,14.16,197.9,24747,0
24.46,24.19,43.9,2360,16.03,228.7,28596,0
24.02,26.18,35.9,1690,17.09,202.9,35032,0
23.45,24.39,43.3,2113,12.59,152.2,45871,0
23.71,24.91,51.2,1844,16.32,205.8,3523,0
24.43,23.34,46.2,638,11.86,176.2,35763,1
24.38,23.73,50.4,2089,18.84,208.4,2664,0
23.68,23.05,36.7,2177,9.71,211.8,1483,0
23.05,23.14,39.0,1476,9.33,191.4,33168,0
21.48,22.61,51.8,2371,20.13,201.9,35810,0
23.86,24.8,44.1,2350,14.82,167.0,14849,0
23.24,21.55,43.4,2654,15.56,208.9,16673,0
19.72,23.23,38.7,1441,13.33,204.8,12758,0
20.6,24.68,54.6,1580,39.36,214.3,12134,1
22.81,24.3,42.3,2400,13.98,189.6,17491,0
22.46,23.91,33.5,1894,9.83,225.5,48311,0
22.36,25.58,43.0,1803,19.94,192.2,9683,0
21.12,23.11,47.9,1785,12.25,200.9,37492,0
20.94,23.56,46.4,1698,15.18,185.8,38753,0
20.88,24.19,38.6,1517,12.86,68.6,25099,1
21.91,24.45,42.7,1691,17.23,234.5,19766,0
19.56,23.08,47.3,2081,9.43,226.0,22222,0
23.53,22.94,46.9,1876,39.46,211.4,13817,1
21.66,23.47,48.5,1752,13.34,228.0,21710,0
18.93,25.86,55.9,1538,14.63,186.2,14174,0
22.96,22.47,44.7,1639,18.27,227.3,34353,0
21.93,24.92,46.2,1810,18.98,185.4,345,0
21.45,23.14,40.0,1893,10.82,184.5,4290,0
19.46,23.82,33.6,1906,13.95,154.7,28065,0
22.68,25.14,54.5,392,17.44,205.3,31836,1
20.08,24.27,36.0,1608,16.71,216.1,41483,0
22.66,28.09,38.6,2005,16.49,206.5,18002,0
21.36,25.8,58.9,2231,13.27,197.3,36676,0
21.69,24.42,48.4,1455,16.3,116.5,17444,1
19.57,24.76,48.7,2205,20.91,232.0,30006,0
20.45,25.21,60.1,2004,12.72,97.0,652,1
22.62,25.41,55.7,419,12.19,199.2,31113,1
20.4,21.73,41.4,431,13.33,160.3,34394,1
21.02,22.71,35.8,2364,18.56,220.2,13290,0
20.68,22.06,42.8,1896,14.96,217.3,20397,0
22.33,23.99,22.8,2543,16.55,158.3,4843,0
22.61,23.93,55.8,1993,12.76,304.3,9117,0
23.54,26.23,43.4,267,16.72,219.9,5630,1
23.75,24.2,53.1,1721,19.29,218.8,23997,0
19.76,25.77,52.9,1991,13.06,210.8,6598,0
22.66,25.26,28.6,1603,18.03,244.9,15071,0
21.49,22.37,38.9,2118,16.95,190.5,23398,0
20.93,23.95,31.5,1805,15.87,196.8,18275,0
22.42,26.44,44.9,1687,10.18,231.4,15992,0
22.62,22.66,58.2,2255,15.19,194.1,4160,0
19.33,24.8,42.3,1685,16.79,190.4,27358,0
18.48,21.93,49.8,2451,19.52,188.1,40029,0
24.09,23.23,51.7,2445,15.13,209.1,46431,0
21.86,24.89,26.2,2253,11.37,182.6,44351,0
23.01,26.66,42.9,2356,10.0,217.8,27995,0
22.99,24.28,34.7,1809,17.25,214.6,2857,0
21.97,21.83,38.6,1719,12.06,176.4,11138,0
21.96,25.23,42.4,2098,20.08,220.6,48661,0
22.4,21.93,47.1,1832,12.34,171.0,49447,0
24.61,23.14,51.2,1481,18.17,105.3,23832,1
18.86,23.97,52.4,2027,15.09,193.1,43265,0
19.42,23.94,38.9,1999,21.13,233.3,10641,0
20.59,23.1,43.0,1882,14.78,197.6,2246,0
19.61,25.68,37.3,1758,19.06,198.1,22556,0
24.56,26.49,61.9,2033,15.71,216.7,16031,0
21.69,25.47,48.0,237,14.13,202.8,10857,1
20.93,25.49,31.3,1497,10.7,227.3,48293,0
22.23,23.17,32.8,2028,12.32,215.2,12796,0
21.9,23.18,41.6,2200,40.37,199.0,43908,1
21.99,26.15,44.3,2267,23.85,167.9,34810,0
25.83,22.84,50.1,2122,14.97,208.2,39515,0
24.33,25.58,42.9,1548,11.62,240.4,20620,0
23.05,24.54,46.6,2661,16.19,174.4,43442,0
21.06,23.0,54.0,1381,15.44,193.5,8442,0
21.54,25.01,36.2,1844,20.51,211.7,31761,0
19.57,25.29,39.4,1687,12.39,189.5,29305,0
21.79,23.07,47.1,2398,14.91,57.8,8781,1
21.69,25.05,60.9,2121,14.17,201.6,39123,0
23.0,25.17,64.0,2050,19.32,199.9,49264,0
21.63,24.15,44.0,1827,14.97,154.1,25643,0
22.48,27.87,37.5,2202,14.09,190.4,38927,0
21.87,22.23,44.2,2440,12.88,163.6,24508,0
21.53,22.26,48.6,2164,13.49,188.1,16060,0
21.24,24.14,53.5,2001,13.22,241.7,7193,0
22.73,22.48,40.8,1814,40.43,184.4,34454,1
22.4,25.2,47.9,1235,10.51,171.6,46003,0
22.93,22.53,52.7,2212,17.11,205.2,39914,0
21.51,23.16,47.0,1950,17.18,218.3,35097,0
21.17,22.01,49.9,2515,12.98,62.1,38938,1
20.97,26.74,50.5,2411,16.24,194.9,12740,0
22.86,25.84,51.6,1799,15.86,177.2,23132,0
23.95,26.5,44.4,2068,13.59,210.8,18678,0
22.41,22.63,65.2,2249,42.24,187.2,8757,1
20.21,21.57,58.1,2381,13.86,184.2,6449,0
39.85,33.28,41.4,1696,19.29,222.5,25334,1
21.83,20.86,50.6,1406,12.42,181.0,1302,0
19.12,24.4,54.5,2772,16.34,248.0,49669,0
23.21,23.55,35.1,1748,11.21,71.3,8785,1
21.2,23.52,37.0,1790,11.86,206.7,38106,0
23.23,22.25,57.9,2165,15.82,221.8,22218,0
40.01,36.1,51.5,1627,17.14,200.5,49342,1
21.62,24.7,39.8,1898,20.06,207.1,48715,0
22.35,23.27,34.1,2000,19.32,210.2,33137,0
22.51,23.56,42.6,1903,14.68,202.7,2690,0
19.79,20.32,38.6,1828,17.69,195.5,5697,0
22.47,20.38,34.3,2235,16.55,182.5,18463,0
22.6,23.73,53.4,2225,18.28,199.6,46007,0
23.6,25.11,37.1,2263,15.65,214.8,23876,0
22.32,24.62,37.0,1996,15.16,212.3,41102,0
19.93,21.47,43.8,2314,13.37,207.2,41954,0
23.22,26.05,51.3,1842,12.17,165.8,4525,0
34.58,31.2,51.6,2041,18.09,179.9,11419,1
26.08,24.37,56.2,2029,20.32,212.6,42720,0
21.72,24.72,48.1,1941,11.28,171.6,27479,0
29.54,32.68,52.7,1948,13.32,208.9,37483,1
22.53,23.1,56.3,2165,14.77,199.2,4132,0
23.92,24.21,57.1,2013,12.46,186.5,10388,0
23.21,21.85,52.8,2071,9.24,234.7,1840,0
22.76,22.77,55.4,1753,19.5,181.7,9965,0
26.01,23.01,32.1,1699,17.06,172.5,8521,0
21.12,22.56,36.3,1668,15.28,226.1,11502,0
19.85,24.88,57.0,1800,15.6,239.3,13640,0
19.67,21.92,44.2,2201,12.92,222.0,49661,0
20.83,25.9,46.2,1507,14.17,213.3,17835,0
20.78,24.61,47.9,2441,12.38,177.6,33434,0
22.66,25.53,56.9,2525,13.11,212.2,44802,0
22.47,24.85,47.8,1493,19.9,205.1,34099,0
19.37,24.48,39.9,2835,9.77,171.8,47946,0
21.96,22.6,34.7,1455,13.76,228.0,27296,0
22.7,24.93,58.1,1857,16.92,203.9,9240,0
22.31,24.03,37.8,1766,21.47,190.2,49163,0
22.65,24.07,51.4,2041,30.66,189.2,41562,1
25.32,21.89,45.1,2630,14.11,196.6,42190,0
21.83,25.78,39.9,2061,18.52,225.7,46839,0
20.08,25.06,49.7,1943,15.04,199.5,35153,0
23.97,23.96,49.2,1943,13.61,180.2,37176,0
23.41,23.04,33.8,2209,16.3,177.7,13837,0
23.51,24.08,52.1,1528,12.65,203.6,38753,0
21.61,24.78,41.3,1673,13.59,191.7,22282,0
20.98,24.07,37.9,1550,17.94,176.0,5154,0
22.28,22.93,34.5,1759,21.72,227.1,11775,0
22.75,22.62,35.1,1565,13.46,171.7,42040,0
23.47,24.09,38.2,1911,13.86,185.4,48021,0
22.81,23.55,48.1,2434,15.14,205.5,13281,0
21.19,22.32,46.8,2372,15.7,200.1,29201,0
20.42,24.27,51.8,1960,9.15,220.3,11445,0
19.99,23.83,38.5,1867,14.54,217.3,27695,0
23.89,25.45,44.9,2409,17.98,168.8,41113,0
23.13,21.44,36.4,2308,20.44,198.9,47982,0
23.73,24.44,44.4,1616,15.72,228.0,31025,0
21.91,24.29,30.6,2242,13.12,76.8,33263,1
21.69,23.2,45.6,1779,15.29,159.1,34355,0
20.53,22.85,55.9,2358,16.33,205.3,20196,0
19.87,25.27,48.1,2469,13.73,195.3,45759,0
23.13,25.39,44.0,1594,13.18,199.4,47464,0
18.93,25.67,54.0,2054,13.71,208.0,18532,0
23.76,22.6,29.6,2456,12.98,184.6,35478,0
20.04,24.67,45.1,1350,17.63,183.9,49712,0
24.74,24.02,39.3,2125,10.59,201.3,26050,0
18.63,23.32,45.6,2386,19.22,197.9,41667,0
20.52,23.33,50.1,2404,34.67,202.0,44621,1
22.36,25.44,32.2,489,18.57,175.9,350,1
22.68,24.3,45.0,1790,15.67,204.8,43372,0
22.37,23.51,51.2,2099,21.95,163.5,27182,0
21.06,25.44,43.4,2016,13.51,185.6,28690,0
22.08,25.35,48.6,2304,15.74,195.4,48528,0
20.34,23.4,50.2,2270,16.09,62.2,30908,1
22.07,22.81,37.7,2077,16.7,222.7,21719,0
21.89,22.8,56.7,1779,35.28,208.9,15483,1
23.71,25.02,55.2,1691,10.9,210.8,26775,0
21.53,23.38,39.0,2206,15.89,202.5,1601,0
43.25,33.83,42.3,1770,10.91,196.1,29901,1
22.52,25.44,38.9,1858,12.79,218.6,49164,0
18.64,24.83,40.6,1868,16.48,186.0,42927,0
21.95,22.13,50.6,1722,13.92,202.9,40580,0
21.47,23.2,42.9,1321,15.18,152.0,28880,0
20.07,25.69,37.8,1529,16.51,85.2,40059,1
23.36,21.94,47.2,2129,14.52,195.8,35633,0
21.89,24.58,51.4,2335,15.05,188.6,4219,0
24.61,22.41,60.6,2206,17.29,87.7,13289,1
21.8,25.53,46.1,2169,19.22,206.4,4346,0
21.26,22.32,47.9,412,17.18,207.9,8544,1
20.01,24.93,47.8,1653,14.95,161.1,25353,0
22.61,22.1,34.2,1484,18.55,217.1,23028,0
22.09,23.89,48.0,2173,8.4,163.4,38830,0
21.15,23.55,56.0,2493,15.56,211.6,12009,0
18.31,24.41,46.3,1805,13.91,179.1,43100,0
23.16,23.42,51.2,2074,15.02,204.0,23617,0
21.76,23.79,35.8,1930,14.95,220.0,12054,0
22.33,25.02,47.0,2249,11.26,180.7,12932,0
23.48,21.62,35.7,1919,16.59,209.2,35866,0
24.52,23.26,50.5,316,14.45,207.4,49170,1
21.88,25.15,45.7,461,15.12,186.7,18654,1
22.77,23.69,40.4,2326,13.43,204.7,33448,0
22.2,26.41,52.9,1783,12.5,183.8,15989,0
22.03,22.31,49.7,2141,15.54,178.1,46006,0
24.47,21.88,43.9,2455,17.33,170.6,38400,0
23.32,21.44,51.9,1986,14.45,196.8,6246,0
21.21,23.71,45.4,2086,14.55,184.6,11392,0
23.2,24.96,46.9,1814,18.1,177.4,24930,0
20.02,22.9,42.5,1925,15.39,213.9,32443,0
21.9,25.4,52.1,2304,34.36,210.2,17054,1
23.47,25.74,30.4,2126,17.41,218.8,36998,0
23.95,23.15,43.0,2115,15.32,193.2,4195,0
19.99,23.62,48.9,2037,13.58,167.9,28487,0
21.93,24.41,51.2,1957,13.84,232.8,14697,0
20.61,24.53,45.1,1765,44.63,220.7,19420,1
18.65,26.06,39.5,1846,17.96,191.8,2134,0
21.36,24.21,47.5,1509,17.28,210.8,33072,0
21.38,24.41,41.3,2225,13.47,197.2,46507,0
19.73,23.29,53.1,1837,16.3,201.3,38907,0
25.01,21.53,38.0,2109,12.48,207.6,28115,0
21.23,27.27,43.7,1784,13.45,233.8,41089,0
21.59,25.54,39.5,1741,19.74,197.0,40267,0
22.24,22.57,47.6,2012,11.29,210.0,32063,0
21.31,24.73,41.7,2416,14.29,186.0,16673,0
23.76,22.05,42.8,2331,15.96,176.1,35461,0
21.58,22.59,49.3,2081,23.56,206.0,30027,0
22.31,24.91,31.2,1784,20.17,74.9,1305,1
20.03,27.31,29.0,2204,16.1,166.4,32455,0
23.04,22.29,33.4,2462,14.8,197.4,31990,0
25.87,25.01,30.4,2087,17.31,200.2,31445,0
26.09,23.61,50.0,1889,17.38,185.0,35886,0
20.75,20.53,40.7,2084,14.84,240.4,41845,0
22.42,23.22,38.8,2137,10.65,199.2,7210,0
20.88,26.38,55.2,2324,14.56,194.1,28504,0
21.34,24.69,32.6,2130,17.93,215.8,20399,0
19.41,28.99,43.5,1708,13.78,198.8,25200,0
20.94,22.53,31.3,2065,16.26,201.8,17860,0
20.12,22.88,42.1,1825,16.13,175.2,21721,0
20.85,25.54,47.7,639,18.77,198.5,27286,1
21.81,25.03,39.8,1419,18.62,199.3,22191,0
22.26,25.21,51.8,1873,16.62,155.2,46930,0
21.93,25.31,45.4,2451,21.6,191.4,851,0
18.66,23.85,48.3,1913,14.98,222.7,12196,0
23.11,23.36,33.9,1913,15.98,208.3,15849,0
20.71,24.17,30.3,2120,18.02,192.3,23301,0
23.13,24.61,43.9,396,16.29,226.0,16537,1
22.19,25.74,59.0,1903,12.48,220.7,47268,0
22.0,24.58,46.9,1802,16.87,198.6,32839,0
18.47,23.01,40.4,1294,13.99,166.4,38848,0
22.52,23.61,45.1,1841,18.61,166.0,2052,0
19.42,23.0,43.7,2254,15.47,212.4,6080,0
24.15,22.39,49.4,2467,20.19,165.1,48156,0
23.48,22.86,56.5,1895,12.15,222.8,17444,0
22.18,24.27,51.2,1751,12.09,201.6,24533,0
22.77,23.87,48.2,2416,13.34,217.5,42077,0
20.45,22.65,52.1,1696,19.34,176.6,3230,0
21.89,23.59,53.7,1716,16.18,205.3,5998,0
23.11,23.43,48.8,2319,16.31,198.2,24938,0
20.4,24.42,50.4,1953,14.21,198.8,30940,0
21.18,23.7,43.9,2591,16.99,195.9,38362,0
22.94,23.35,40.8,1854,16.21,224.7,25839,0
18.96,22.66,35.6,2006,14.39,212.4,28566,0
23.95,25.44,38.5,1827,15.77,73.3,48971,1
40.82,29.83,47.8,1688,12.81,184.1,27058,1
22.09,23.19,53.4,1497,14.48,185.7,38933,0
21.78,22.51,50.4,1793,15.4,206.5,36876,0
22.02,24.27,50.9,2650,16.76,205.1,13682,0
20.94,22.96,44.0,2281,12.58,204.7,49451,0
22.55,22.46,47.8,367,18.88,186.8,34817,1
20.07,22.92,46.8,1922,10.27,211.3,37785,0
20.59,23.65,37.0,2330,18.99,147.9,16135,0
23.55,23.2,56.0,2413,45.19,196.1,16421,1
19.01,21.6,53.4,2085,13.4,201.8,42486,0
22.39,23.43,43.2,2191,15.29,226.3,45732,0
19.99,24.07,50.3,2215,14.3,65.8,12153,1
22.8,24.02,49.2,1408,11.48,212.4,6335,0
21.19,26.21,35.7,2122,15.42,235.2,35743,0
23.15,22.43,52.3,1718,14.02,202.4,13937,0
25.11,25.91,37.9,2265,17.48,173.3,33227,0
20.45,22.79,49.9,2259,12.24,184.6,29964,0
21.91,21.5,57.1,1630,49.44,183.6,17955,1
22.01,24.39,53.3,2145,9.4,204.6,31753,0
18.68,22.86,45.4,2037,21.4,237.7,24633,0
20.89,24.74,52.9,2415,14.37,181.9,31351,0
23.97,23.24,36.1,2147,15.24,198.8,45051,0
21.32,26.33,39.5,2144,28.09,215.7,47884,1
36.62,29.38,54.3,1706,14.02,217.7,49108,1
21.85,23.39,51.1,266,12.39,190.5,45697,1
20.41,27.27,48.3,2240,12.12,224.4,47122,0
20.24,24.38,30.8,1937,16.89,200.1,9383,0
21.36,25.1,45.3,2107,17.6,163.2,25934,0
23.77,25.24,55.4,2086,14.66,92.6,33856,1
22.09,23.44,40.1,2053,40.28,239.2,5481,1
21.88,24.62,35.0,1931,22.05,167.3,39273,0
22.1,26.85,22.1,523,21.13,196.3,11933,1
21.29,23.81,43.4,2528,14.2,182.8,37546,0
23.63,22.22,38.0,1625,15.04,224.9,21182,0
21.77,23.39,38.9,1716,13.79,184.9,48117,0
22.1,23.12,42.9,1541,5.58,217.8,21830,0
23.47,22.83,53.4,2593,33.95,222.0,26850,1
21.74,23.83,39.5,1453,15.41,183.1,29742,0
23.14,23.72,53.5,2074,15.0,202.7,675,0
21.52,23.97,41.9,2122,21.7,178.6,18150,0
20.37,27.89,64.9,1148,14.38,202.3,45801,0
20.4,24.41,34.5,377,16.9,219.5,9067,1
23.73,21.87,47.6,1713,17.0,186.0,28057,0
22.04,22.78,49.9,1789,17.0,209.4,19052,0
21.84,26.06,45.4,2442,16.08,220.3,428,0
32.12,36.04,52.9,2206,17.53,198.7,25012,1
21.17,24.75,31.1,2632,12.71,75.8,43850,1
19.13,25.69,47.0,1829,16.0,197.4,37018,0
22.87,23.01,53.0,2037,14.85,173.2,45368,0
20.99,23.67,43.9,2003,13.21,201.5,25416,0
28.4,30.45,25.3,1863,11.35,215.2,16252,1
20.7,23.34,47.8,2151,15.04,87.1,29414,1
23.51,20.65,55.4,1932,15.46,167.5,21011,0
21.15,22.7,38.5,2445,14.65,163.4,20231,0
23.11,23.92,49.9,1995,10.51,169.8,12967,0
22.29,24.95,36.6,2520,21.64,187.6,14077,0
21.7,22.84,46.9,1573,11.4,175.8,389,0
20.74,22.09,40.2,1844,13.75,171.8,16782,0
22.08,22.89,50.8,1929,12.74,175.7,3950,0
21.11,23.81,40.6,2010,20.78,180.6,8439,0
25.24,25.09,45.2,2304,11.74,201.4,44900,0
23.59,22.29,57.0,1939,17.19,188.8,47631,0
21.65,23.36,55.5,1869,11.65,155.4,3930,0
20.4,24.8,44.8,1850,15.11,201.3,45822,0
20.8,22.44,52.3,2344,18.11,203.3,2918,0
23.3,23.93,43.0,2213,9.41,199.2,26186,0
21.02,24.79,36.1,2399,12.64,195.1,19772,0
21.76,22.93,52.1,1701,15.83,163.7,46350,0
24.8,22.42,58.4,2505,48.38,205.9,36214,1
21.58,25.52,23.6,1920,15.2,163.6,33718,0
21.37,22.95,38.4,443,21.89,185.6,46395,1
20.73,26.09,56.0,2304,10.04,80.8,33788,1
20.13,24.48,32.2,1975,16.46,183.2,6255,0
20.58,22.49,33.3,1345,18.88,188.2,38819,0
22.06,24.93,44.0,1899,9.43,192.7,45498,0
22.62,25.58,42.5,1317,13.34,162.9,39574,0
21.04,25.43,51.9,2440,13.68,212.5,20433,0
21.41,25.19,39.3,1673,15.39,218.5,49677,0
25.53,26.9,47.9,1930,14.37,206.4,16706,0
21.76,24.44,53.7,2259,16.81,179.8,22779,0
20.55,25.05,37.2,2098,18.45,217.2,5806,0
20.52,24.42,35.8,2288,11.75,212.5,36382,0
19.76,25.38,42.6,2060,15.07,186.8,5368,0
20.47,24.83,46.2,1823,13.71,178.1,24775,0
23.7,22.47,58.5,1977,10.7,224.2,7454,0
24.14,25.8,46.8,1953,16.69,228.1,43987,0
17.76,25.94,43.2,2005,12.78,206.9,45855,0
22.97,24.86,55.4,1660,20.31,211.1,11323,0
20.59,22.99,36.9,1437,13.97,210.1,49338,0
20.83,27.73,53.5,1862,15.96,224.4,25177,0
21.36,23.25,45.5,2549,14.95,181.2,28220,0
19.58,23.71,34.1,2138,18.09,176.1,49991,0
22.49,25.78,49.7,1797,16.25,197.8,35831,0
20.97,24.84,47.4,2148,13.52,175.4,9581,0
20.74,22.76,39.5,1592,14.78,226.5,22150,0
20.97,23.48,47.1,1617,10.87,236.9,20122,0
23.15,24.5,40.4,2078,10.66,237.3,40204,0
21.2,23.71,38.6,2270,10.63,215.4,48980,0
25.46,24.98,36.8,1427,13.23,188.6,30143,0
22.22,24.53,32.0,2173,15.35,219.0,6581,0
21.53,26.72,43.9,1812,15.24,193.9,9343,0
21.83,23.05,28.2,368,12.05,203.1,2208,1
23.15,26.97,50.9,1849,19.43,200.6,28609,0
22.99,25.83,55.6,2078,10.67,197.4,1046,0
22.3,23.51,48.5,1809,19.23,213.1,47683,0
23.08,21.72,52.7,1943,14.02,203.8,6366,0
22.09,23.72,32.9,2214,15.54,188.6,25021,0
23.75,21.1,45.3,2002,9.28,189.0,4905,0
24.22,22.75,41.7,1899,12.6,225.7,46246,0
22.53,21.76,43.4,1941,12.72,164.9,35814,0
22.29,23.71,40.8,1867,15.56,213.0,49752,0
23.24,25.87,46.5,2112,20.31,171.3,42662,0
22.02,21.76,43.2,268,18.62,164.0,16899,1
21.81,24.12,40.1,1907,12.27,207.0,4843,0
19.43,22.78,57.6,2388,11.25,207.9,36319,0
22.71,25.37,56.2,1841,15.88,212.7,44449,0
21.65,25.11,57.9,331,13.15,197.8,25104,1
19.48,21.06,44.7,1704,15.33,223.4,24313,0
21.0,23.29,39.1,2360,9.92,216.3,37264,0
23.43,24.54,34.5,1754,12.48,217.2,37426,0
23.38,24.93,25.6,2376,8.34,205.9,43555,0
24.0,23.46,41.4,1691,14.41,211.6,37194,0
20.29,23.01,45.2,2058,15.92,241.0,44993,0
23.19,25.04,50.6,2197,12.58,205.9,41643,0
23.57,23.21,45.1,1650,14.98,195.7,34192,0
21.18,22.64,39.2,2616,15.73,224.1,32004,0
24.47,24.87,43.3,1813,15.75,232.4,39807,0
37.44,35.38,51.8,1812,12.56,182.5,45360,1
22.38,21.58,34.9,2457,13.73,192.5,34457,0
18.56,23.46,64.8,2019,13.46,203.1,20545,0
20.54,22.98,37.3,1910,16.39,190.4,34972,0
23.44,23.97,42.0,2410,16.21,207.9,42504,0
23.38,24.3,43.4,2031,19.32,112.3,8296,1
24.43,23.94,49.9,1851,13.96,204.2,40321,0
21.21,23.64,40.2,1194,21.41,200.2,29947,0
24.15,21.3,42.2,1823,17.31,196.4,8542,0
19.48,26.24,41.1,2197,10.44,207.7,5192,0
21.51,25.13,49.6,2071,14.84,184.8,645,0
21.9,23.42,32.5,2112,14.04,199.8,49705,0
21.29,23.91,48.0,2670,9.9,188.1,842,0
19.5,22.32,40.0,2141,20.68,206.9,46886,0
23.53,25.11,46.2,2160,8.5,165.6,47388,0
21.06,24.37,55.4,2450,18.24,201.0,16169,0
20.72,22.29,45.1,2307,17.18,201.3,25951,0
21.15,21.09,35.4,2237,13.17,221.0,15827,0
20.44,23.87,52.3,2176,15.53,197.7,32036,0
23.49,24.15,35.2,1768,12.95,188.0,3864,0
19.5,22.93,36.6,1607,13.79,164.0,5385,0
23.75,23.4,47.4,1862,10.78,196.9,21030,0
22.98,23.33,48.0,2201,16.59,244.7,12634,0
35.46,35.63,57.0,1859,10.82,190.0,4741,1
21.5,24.58,36.9,1633,15.04,199.5,47381,0
23.8,24.51,44.9,366,11.82,209.1,48374,1
20.31,21.69,37.5,2205,12.57,196.4,13872,0
22.76,25.28,36.5,2433,16.86,177.3,26885,0
21.28,25.08,47.4,1625,13.56,235.1,23991,0
22.49,24.05,30.6,2386,12.2,219.2,49637,0
22.41,23.4,43.2,1753,18.37,213.9,48727,0
22.28,26.04,39.3,2017,12.9,190.9,13070,0
20.97,25.18,34.0,1876,15.15,176.5,25113,0
21.36,21.09,39.0,1902,16.07,178.5,44324,0
31.58,30.95,49.1,2225,14.78,197.4,33193,1
19.46,23.75,40.4,2293,18.89,203.0,28131,0
20.61,24.45,40.4,2095,14.79,217.0,19085,0
23.26,23.85,31.6,2018,18.12,189.1,38606,0
21.49,23.63,47.3,1680,16.17,217.2,23332,0
22.79,26.21,55.2,2450,9.08,239.1,10240,0
22.78,27.43,36.5,2559,17.91,228.8,4332,0
23.62,28.93,45.0,2138,17.28,200.6,44772,0
22.01,24.85,48.3,2324,47.67,198.7,20778,1
23.36,25.81,45.3,2112,15.44,171.2,33779,0
22.54,21.75,46.0,2367,17.13,177.4,18684,0
19.65,21.97,51.7,2528,17.09,198.3,18034,0
20.67,24.63,44.0,1892,14.19,229.0,585,0
19.32,23.71,41.8,1751,14.99,208.0,29643,0
20.68,24.15,44.0,2273,13.7,183.7,45237,0
22.97,24.87,52.3,2301,18.39,114.2,47618,1
21.49,24.62,47.6,2441,16.43,184.6,178,0
21.16,24.45,45.2,1824,13.9,181.8,37761,0
24.44,25.35,46.7,1906,17.44,210.7,21825,0
21.68,22.17,23.9,2410,8.23,209.8,20783,0
19.07,24.27,46.3,1784,11.37,197.8,47075,0
20.98,25.22,36.3,2331,16.03,186.7,5831,0
21.47,22.45,33.3,1540,13.69,230.2,45953,0
24.13,24.2,53.2,2118,14.96,163.7,41158,0
19.51,23.96,43.5,2071,16.49,186.2,48003,0
21.7,21.5,31.3,1370,12.23,208.7,5622,0
21.86,24.53,51.3,1703,15.43,206.4,21876,0
20.61,23.35,44.4,1856,18.86,212.0,16654,0
21.88,24.39,37.3,2277,15.23,184.6,37335,0
21.74,23.92,44.4,2507,15.33,189.4,36762,0
22.3,24.13,44.9,1791,12.79,217.3,42450,0
19.78,24.31,39.9,2135,20.34,184.0,26132,0
23.24,26.09,32.5,1881,15.22,204.8,29568,0
19.06,27.02,52.4,1861,34.84,191.8,11455,1
25.96,21.3,41.5,400,12.64,205.0,2500,1
20.87,26.14,41.2,2255,12.0,229.8,26624,0
22.9,22.75,34.2,2258,12.27,196.9,11465,0
21.88,25.65,44.3,2076,12.15,184.7,22210,0
17.86,23.41,54.4,1875,17.22,242.8,14218,0
18.15,25.71,32.9,2180,12.6,203.2,33205,0
22.38,21.94,46.5,1720,21.44,223.5,27744,0
23.6,22.36,42.1,1888,18.34,198.1,3684,0
19.97,22.9,49.3,2380,9.85,189.4,43453,0
22.37,25.49,40.0,2207,14.34,175.0,1297,0
22.8,23.8,52.1,2285,17.74,222.2,31378,0
20.51,25.96,40.2,1887,13.82,202.9,28551,0
20.41,22.0,33.5,2291,12.85,180.7,37648,0
20.72,24.02,38.9,1873,17.23,201.5,13545,0
20.28,25.31,34.6,1652,9.81,205.5,25581,0
23.83,20.78,43.0,1094,13.58,191.7,28459,0
22.92,22.19,46.8,2095,14.49,169.5,37049,0
23.19,27.07,43.8,2435,15.68,196.7,7980,0
20.48,26.21,55.2,2226,15.47,193.7,42082,0
22.09,23.92,34.6,2470,11.08,192.5,34246,0
22.26,22.31,40.1,2087,9.8,169.6,36984,0
22.38,24.01,59.0,2164,15.4,195.1,27852,0
23.42,24.68,45.1,2167,18.12,207.6,40230,0
23.3,23.53,45.5,1908,16.85,113.7,42323,1
21.52,23.82,37.8,2257,13.42,220.0,16862,0
21.76,22.52,43.3,2305,16.46,183.2,15396,0
22.26,25.98,56.7,2093,9.77,196.8,7877,0
23.82,22.67,41.8,1657,9.46,184.5,38412,0
22.91,25.09,40.1,1708,10.72,201.9,25919,0
